TFname;Type;X;Y;Z;TF
Brc 03_T3R;pMN;-3.033;-11.336;6;*
Brc 03_T3R;pMN;-4.79;-15.328;6;*
Brc 03_T3R;pMN;-4.47;-20.277;6;
Brc 03_T3R;pMN;-5.907;-0.798;8;*
Brc 03_T3R;pMN;-7.983;-4.311;8;*
Brc 03_T3R;pMN;-8.143;-17.244;9;
Brc 03_T3R;pMN;-6.865;-22.672;9;
Brc 03_T3R;pMN;-3.353;-27.143;9;
Brc 03_T3R;pMN;-1.117;-22.992;9;*
Brc 03_T3R;pMN;-6.546;-27.782;9;
Brc 03_T3R;pMN;-1.117;-7.344;10;
Brc 03_T3R;pMN;-6.865;-7.185;10;*
Brc 03_T3R;pMN;-0.159;-11.815;11;
Brc 03_T3R;pMN;-2.075;-18.84;11;*
Brc 03_T3R;pMN;-4.311;-8.781;12;*
Brc 03_T3R;pMN;-2.395;-14.37;15;
Brc 03_T3R;pMN;-6.546;-18.202;15;
Brc 03_T3R;pMN;-6.067;-24.109;15;
Brc 03_T3R;pMN;-7.025;-27.941;15;
Brc 03_T3R;pMN;-0.479;-26.983;15;
Brc 03_T3R;pMN;-6.067;-26.185;19;
Brc 03_T3R;pMN;-4.311;-33.051;19;
Brc 03_T3R;pMN;-1.117;-37.841;24;
Brc 03_T3R;pMN;-6.067;-36.244;28;
cas 01_T1L;NB;0;0;0;
cas 01_T1L;GMC;-3.033;2.235;3;*
cas 01_T1L;GMC;-2.395;-1.118;3;*
cas 01_T1L;GMC;-0.319;4.151;3;
cas 01_T1L;pMN;-6.706;-2.874;4;
cas 01_T1L;pMN;-10.059;-7.026;4;
cas 01_T1L;pMN;-0.958;6.706;5;*
cas 01_T1L;pMN;2.236;7.983;5;*
cas 01_T1L;pMN;-0.319;11.815;5;*
cas 01_T1L;pMN;2.076;13.252;5;*
cas 01_T1L;pMN;-3.353;11.336;5;*
cas 01_T1L;pMN;-5.428;7.344;5;*
cas 01_T1L;pMN;-6.227;1.916;6;*
cas 01_T1L;pMN;-2.554;-0.799;6;*
cas 01_T1L;pMN;0.639;0;6;*
cas 01_T1L;pMN;0.639;-3.194;6;
cas 01_T1L;pMN;-2.554;3.512;7;*
cas 01_T1L;pMN;3.034;4.151;7;*
cas 01_T1L;pMN;-7.823;6.227;7;*
cas 01_T1L;pMN;-6.546;-6.227;7;
cas 01_T1L;pMN;-9.42;-1.757;7;
cas 01_T1L;pMN;-15.008;-5.748;7;
cas 01_T1L;pMN;-14.05;-11.177;7;
cas 01_T1L;pMN;0.958;-2.555;8;
cas 01_T1L;pMN;-1.756;0.638;8;*
cas 01_T1L;pMN;-8.462;-10.538;8;
cas 01_T1L;pMN;-5.109;7.983;9;*
cas 01_T1L;pMN;2.715;7.983;9;*
cas 01_T1L;pMN;-1.117;11.815;9;*
cas 01_T1L;pMN;-15.328;-7.984;10;
cas 01_T1L;pMN;-11.655;-5.429;10;
cas 01_T1L;pMN;-7.185;0.958;11;
cas 01_T1L;pMN;-4.151;4.47;11;*
cas 01_T1L;pMN;0;0.159;11;*
cas 01_T1L;pMN;-3.512;-4.471;12;
cas 01_T1L;pMN;-7.664;-9.74;12;
cas 01_T1L;pMN;-10.538;-3.513;13;
cas 01_T1L;pMN;-16.126;-12.295;13;
cas 01_T1L;pMN;-18.84;-16.127;13;
cas 01_T1L;pMN;-10.857;-11.656;15;
cas 01_T1L;pMN;-14.37;-10.858;20;
cas 01_T1R;NB;0;0;0;
cas 01_T1R;pMN;-2.874;7.504;-6;*
cas 01_T1R;pMN;-2.714;3.193;-6;*
cas 01_T1R;pMN;-3.512;-1.597;-3;*
cas 01_T1R;pMN;-6.865;1.118;-3;*
cas 01_T1R;pMN;-5.748;4.471;-3;*
cas 01_T1R;pMN;-4.47;8.462;-3;*
cas 01_T1R;pMN;-2.235;8.782;-2;*
cas 01_T1R;pMN;-1.596;5.588;-2;*
cas 01_T1R;pMN;-3.353;1.916;-2;*
cas 01_T1R;pMN;-9.42;2.395;-2;
cas 01_T1R;pMN;-6.546;-2.235;-2;*
cas 01_T1R;pMN;-1.756;-5.588;-1;*
cas 01_T1R;pMN;-5.269;-5.109;0;*
cas 01_T1R;pMN;-8.302;-3.034;2;
cas 01_T1R;pMN;-13.571;-0.958;2;
cas 01_T1R;pMN;-19;4.79;2;
cas 01_T1R;pMN;-3.033;4.95;3;*
cas 01_T1R;GMC;-1.437;-1.756;3;
cas 01_T1R;GMC;-3.512;0.958;3;*
cas 01_T1R;pMN;-8.781;3.034;4;
cas 01_T1R;pMN;-6.386;-3.832;5;*
cas 01_T1R;pMN;-3.832;-5.109;5;*
cas 01_T1R;pMN;-16.605;-1.756;5;
cas 01_T1R;pMN;-19.479;4.95;5;
cas 01_T1R;pMN;-1.756;-2.235;6;*
cas 01_T1R;pMN;0.799;-0.16;6;*
cas 01_T1R;pMN;-1.277;1.277;6;*
cas 01_T1R;pMN;-11.655;-3.513;7;
cas 01_T1R;pMN;-4.311;-0.798;8;*
cas 01_T1R;pMN;-17.244;-3.513;8;
cas 01_T1R;pMN;-14.529;1.437;8;
cas 01_T1R;pMN;-8.143;-2.874;10;
cas 01_T1R;pMN;-15.328;5.588;10;
cas 01_T1R;pMN;-11.176;-1.756;12;
cas 01_T1R;pMN;-16.924;-3.672;12;
cas 01_T1R;pMN;-21.076;-1.756;14;
cas 02_T1R;NB;0;0;0;
cas 02_T1R;pMN;4.152;-0.639;0;*
cas 02_T1R;pMN;-2.714;6.546;0;*
cas 02_T1R;pMN;-2.395;2.235;0;*
cas 02_T1R;pMN;-1.117;1.916;0;
cas 02_T1R;GMC;0.958;1.597;0;
cas 02_T1R;GMC;-0.638;4.471;1;*
cas 02_T1R;pMN;-4.949;3.193;2;*
cas 02_T1R;pMN;-1.596;-1.597;2;*
cas 02_T1R;pMN;0.958;-2.076;2;*
cas 02_T1R;pMN;-1.756;1.277;3;*
cas 02_T1R;pMN;1.118;1.597;3;*
cas 02_T1R;GMC;-0.638;2.395;3;
cas 02_T1R;pMN;-6.386;5.269;4;*
cas 02_T1R;pMN;-6.386;8.622;4;*
cas 02_T1R;pMN;-1.596;5.429;4;*
cas 02_T1R;pMN;-6.067;1.277;5;*
cas 02_T1R;pMN;-7.504;4.151;7;
cas 02_T1R;pMN;-4.311;7.824;7;*
cas 02_T1R;pMN;-0.798;5.748;7;*
cas 02_T1R;pMN;-2.714;2.874;7;*
cas 02_T1R;pMN;0.799;0.798;8;*
cas 02_T1R;pMN;-1.437;-0.958;8;*
cas 02_T1R;pMN;-2.874;-3.353;8;
cas 02_T1R;pMN;-6.067;3.353;11;
cas 02_T1R;pMN;-0.958;5.429;11;
cas 02_T1R;pMN;-1.437;-3.672;12;
cas 02_T1R;pMN;-6.227;-5.269;12;
cas 02_T1R;pMN;-4.311;6.387;12;
cas 02_T1R;pMN;-7.344;5.109;13;
cas 02_T1R;pMN;-5.907;-3.672;15;
cas 02_T1R;pMN;-5.269;1.437;15;
cas 02_T1R;pMN;2.874;0.479;15;
cas 02_T1R;pMN;-0.479;3.513;15;
cas 02_T1R;pMN;0;-1.597;15;
cas 02_T1R;pMN;-9.101;-2.714;19;
cas 02_T1R;pMN;-7.185;1.916;19;
cas 02_T1R;pMN;-9.58;-7.504;19;
cas 02_T1R;pMN;0.639;0.798;19;
cas 02_T1R;pMN;-10.857;0.958;22;
cas 02_T1R;pMN;-7.344;-4.311;23;
cas 02_T1R;pMN;-9.58;1.597;26;
cas 02_T1R;pMN;-5.269;-2.235;26;
cas 02_T1R;pMN;-7.983;-6.227;26;
cas 03_T1R;NB;0;0;0;
cas 03_T1R;GMC;1.597;-4.79;1;*
cas 03_T1R;GMC;4.95;-3.832;1;
cas 03_T1R;pMN;8.143;-7.983;2;*
cas 03_T1R;pMN;3.992;-9.261;2;*
cas 03_T1R;pMN;-0.319;-8.782;2;*
cas 03_T1R;GMC;2.555;-5.588;3;
cas 03_T1R;pMN;7.664;-12.294;4;*
cas 03_T1R;pMN;2.555;-13.093;4;*
cas 03_T1R;pMN;-3.193;-12.614;4;*
cas 03_T1R;pMN;-3.193;-6.067;5;*
cas 03_T1R;pMN;-4.151;-10.219;5;*
cas 03_T1R;pMN;0.799;-6.706;5;*
cas 03_T1R;pMN;-0.958;-15.647;6;*
cas 03_T1R;pMN;6.866;-16.286;6;
cas 03_T1R;pMN;0.32;-12.454;6;*
cas 03_T1R;pMN;-7.025;-7.345;6;*
cas 03_T1R;pMN;11.496;-19.16;6;
cas 03_T1R;pMN;2.555;-9.899;6;*
cas 03_T1R;pMN;-6.706;-15.168;7;*
cas 03_T1R;pMN;-8.302;-11.815;7;*
cas 03_T1R;pMN;-0.638;-10.219;8;*
cas 03_T1R;pMN;11.656;-17.883;8;
cas 03_T1R;pMN;-5.748;-11.496;9;*
cas 03_T1R;pMN;1.437;-14.051;9;*
cas 03_T1R;pMN;7.185;-15.967;9;
cas 03_T1R;pMN;6.387;-19.639;9;
cas 03_T1R;pMN;10.858;-22.992;9;
cas 03_T1R;pMN;-3.353;-18.362;9;
cas 03_T1R;pMN;-5.588;-16.286;11;
cas 03_T1R;pMN;4.95;-22.513;12;
cas 03_T1R;pMN;-3.832;-19.16;14;
cas 03_T1R;pMN;0.958;-22.353;15;
cas 03_T1R;pMN;2.715;-24.748;15;
cas 03_T1R;pMN;-4.47;-21.555;18;
cas 03_T1R;pMN;-2.395;-19.639;18;
cas 03_T1R;pMN;1.916;-22.673;19;
cas 03_T1R;pMN;-3.832;-22.034;21;
cas 03_T1R;pMN;16.765;-11.336;20;
cas 03_T1R;pMN;22.673;-12.135;20;
cas 01_T2L;NB;0;0;0;
cas 01_T2L;pMN;-0.16;-3.672;3;*
cas 01_T2L;pMN;2.714;-3.672;4;*
cas 01_T2L;GMC;0.319;-0.319;5;
cas 01_T2L;GMC;2.395;0.16;5;*
cas 01_T2L;GMC;0.16;2.076;5;
cas 01_T2L;pMN;-0.798;-3.033;6;*
cas 01_T2L;pMN;4.151;-6.386;7;*
cas 01_T2L;pMN;4.151;-3.033;7;*
cas 01_T2L;pMN;2.235;-0.319;7;*
cas 01_T2L;GMC;0.16;0.16;7;*
cas 01_T2L;pMN;1.597;-4.151;9;*
cas 01_T2L;pMN;-0.479;-7.504;9;
cas 01_T2L;pMN;-1.118;-1.277;10;*
cas 01_T2L;pMN;-3.034;-3.832;10;
cas 01_T2L;pMN;-3.034;0.32;12;
cas 01_T2L;pMN;-2.076;3.034;12;
cas 01_T2L;pMN;-5.429;5.589;12;
cas 01_T2L;pMN;5.588;-4.151;12;*
cas 01_T2L;pMN;2.714;-2.714;12;*
cas 01_T2L;pMN;0;-2.554;12;*
cas 01_T2L;pMN;5.429;-8.143;12;*
cas 01_T2L;pMN;3.193;-9.739;14;*
cas 01_T2L;pMN;-0.319;-9.739;14;
cas 01_T2L;pMN;-4.151;-5.907;14;
cas 01_T2L;pMN;-8.622;1.597;16;
cas 01_T2L;pMN;-5.588;-2.554;16;
cas 01_T2L;pMN;-4.95;-9.739;17;
cas 01_T2L;pMN;-8.143;-5.907;17;
cas 01_T2L;pMN;-8.782;-11.496;19;
cas 01_T2L;pMN;-3.992;-5.748;21;
cas 01_T2L;pMN;-6.387;-1.437;21;
cas 01_T2L;pMN;-11.496;-2.554;21;
cas 01_T2L;pMN;-9.899;-16.126;24;
cas 01_T2L;pMN;-15.807;-11.017;24;
cas 01_T2L;pMN;-7.025;-13.731;24;
cas 01_T2L;pMN;-9.261;-6.706;25;
cas 01_T2L;pMN;-4.95;-9.739;25;
cas 01_T2L;pMN;-9.58;-18.521;29;
cas 01_T2L;pMN;-7.664;-16.286;31;
cas 01_T2L;pMN;-11.656;-21.076;35;
cas 01_T2R;NB;0;0;0;
cas 01_T2R;pMN;10.378;5.269;-7;
cas 01_T2R;pMN;12.294;8.782;-7;*
cas 01_T2R;pMN;9.26;9.42;-7;*
cas 01_T2R;pMN;5.428;2.235;-5;*
cas 01_T2R;pMN;6.865;4.95;-5;*
cas 01_T2R;pMN;5.748;7.664;-5;*
cas 01_T2R;pMN;12.773;12.773;-3;*
cas 01_T2R;pMN;9.101;12.294;-3;*
cas 01_T2R;pMN;12.613;9.261;-2;*
cas 01_T2R;pMN;4.63;3.193;-1;*
cas 01_T2R;pMN;2.874;4.95;-1;*
cas 01_T2R;pMN;9.42;5.908;-1;*
cas 01_T2R;pMN;6.546;8.622;0;*
cas 01_T2R;pMN;2.235;8.143;1;*
cas 01_T2R;pMN;11.815;12.614;1;*
cas 01_T2R;pMN;3.512;3.034;2;*
cas 01_T2R;GMC;0.479;3.992;2;
cas 01_T2R;pMN;6.706;6.227;3;
cas 01_T2R;pMN;7.504;15.807;4;
cas 01_T2R;pMN;8.143;12.773;4;
cas 01_T2R;pMN;3.033;5.269;4;*
cas 01_T2R;pMN;-5.11;1.437;6;
cas 01_T2R;pMN;7.344;12.135;8;
cas 01_T2R;pMN;5.588;15.967;8;
cas 01_T2R;pMN;3.512;6.546;8;
cas 01_T2R;pMN;0.319;6.227;8;*
cas 01_T2R;GMC;0.319;3.353;8;
cas 01_T2R;pMN;-0.32;18.202;11;
cas 01_T2R;pMN;1.117;15.328;11;
cas 01_T2R;pMN;-3.034;13.891;11;
cas 01_T2R;pMN;-15.009;6.546;12;
cas 01_T2R;pMN;3.353;11.815;13;
cas 01_T2R;pMN;4.47;17.084;13;
cas 01_T2R;pMN;-1.757;12.614;17;
cas 01_T2R;pMN;-1.757;16.126;17;
cas 01_T2R;pMN;-3.034;19.799;17;
cas 01_T2R;pMN;-7.185;15.967;17;
cas 01_T2R;pMN;-7.185;19.32;20;
cas 01_T2R;pMN;-14.211;16.605;24;
cas 01_T2R;pMN;-17.723;8.782;24;
cas 02_T2L;NB;0;0;0;
cas 02_T2L;pMN;0.639;-3.194;3;*
cas 02_T2L;pMN;-5.748;-2.076;3;*
cas 02_T2L;pMN;-7.983;-3.194;3;*
cas 02_T2L;GMC;-2.714;-0.799;3;
cas 02_T2L;GMC;-3.991;1.437;3;*
cas 02_T2L;pMN;-10.378;-2.874;5;*
cas 02_T2L;pMN;0;-5.269;5;*
cas 02_T2L;pMN;-3.033;-3.513;5;*
cas 02_T2L;pMN;-7.185;0.638;5;
cas 02_T2L;GMC;0;0.319;5;
cas 02_T2L;GMC;-1.596;3.832;5;*
cas 02_T2L;pMN;3.353;-1.118;6;*
cas 02_T2L;pMN;-2.554;-2.076;6;*
cas 02_T2L;pMN;-8.302;-4.95;7;*
cas 02_T2L;pMN;-7.344;0.159;7;*
cas 02_T2L;pMN;-2.874;1.437;7;*
cas 02_T2L;pMN;-4.79;1.916;8;*
cas 02_T2L;pMN;-4.63;-5.589;9;*
cas 02_T2L;pMN;-0.798;-2.395;9;*
cas 02_T2L;pMN;1.278;0.958;9;*
cas 02_T2L;pMN;-0.958;1.437;11;*
cas 02_T2L;pMN;3.194;-0.958;11;*
cas 02_T2L;pMN;-0.958;-6.547;12;
cas 02_T2L;pMN;-6.546;-5.589;12;
cas 02_T2L;pMN;-4.949;-1.278;12;*
cas 02_T2L;pMN;-4.79;3.193;12;*
cas 02_T2L;pMN;2.236;-2.555;13;*
cas 02_T2L;pMN;-1.117;-0.958;13;
cas 02_T2L;pMN;-0.479;-2.874;15;
cas 02_T2L;pMN;-2.874;2.395;17;
cas 02_T2L;pMN;-4.311;-4.311;17;
cas 02_T2L;pMN;-5.428;-0.16;18;
cas 02_T2L;pMN;3.832;-0.958;19;
cas 02_T2L;pMN;-6.546;-3.832;21;
cas 02_T2L;pMN;-10.059;-7.664;21;
cas 02_T2L;pMN;9.58;-0.958;23;
cas 02_T2L;pMN;-5.748;-1.118;24;
cas 02_T2L;pMN;0.958;-1.278;24;
cas 02_T2L;pMN;-5.748;-7.026;25;
cas 02_T2L;pMN;-6.386;-1.757;30;
cas 02_T2L;pMN;-6.706;-5.429;34;
cas 02_T2R;NB;0;0;0;
cas 02_T2R;pMN;-0.798;-8.782;-1;*
cas 02_T2R;pMN;2.555;-8.143;-1;*
cas 02_T2R;pMN;1.916;-5.11;1;*
cas 02_T2R;pMN;-1.277;-5.11;1;*
cas 02_T2R;pMN;5.748;-6.227;1;*
cas 02_T2R;pMN;-2.714;-3.513;4;*
cas 02_T2R;pMN;4.95;-2.236;4;*
cas 02_T2R;GMC;0.479;-1.597;4;
cas 02_T2R;GMC;-1.118;0.159;4;*
cas 02_T2R;pMN;7.185;-6.547;5;*
cas 02_T2R;pMN;-5.109;-5.748;5;*
cas 02_T2R;pMN;-2.235;-7.505;5;*
cas 02_T2R;pMN;-2.555;-0.32;6;*
cas 02_T2R;GMC;2.395;0.479;6;
cas 02_T2R;pMN;-6.706;-2.076;8;
cas 02_T2R;pMN;-2.714;-4.631;8;*
cas 02_T2R;pMN;-0.479;-2.555;8;*
cas 02_T2R;pMN;3.832;-0.32;8;*
cas 02_T2R;pMN;1.277;-7.026;8;
cas 02_T2R;pMN;-3.832;-8.143;8;
cas 02_T2R;pMN;5.429;-7.345;8;*
cas 02_T2R;pMN;3.513;-3.194;8;*
cas 02_T2R;pMN;-3.193;-0.639;9;*
cas 02_T2R;pMN;-7.664;-5.908;10;
cas 02_T2R;pMN;2.714;-5.908;11;
cas 02_T2R;pMN;-3.193;2.395;11;
cas 02_T2R;pMN;-0.639;-0.639;12;
cas 02_T2R;pMN;-5.109;-4.631;13;
cas 02_T2R;pMN;-6.546;-10.059;13;
cas 02_T2R;pMN;1.756;-7.824;13;
cas 02_T2R;pMN;-9.261;-7.345;14;
cas 02_T2R;pMN;0.16;-2.715;15;
cas 02_T2R;pMN;-7.824;-3.194;16;
cas 02_T2R;pMN;-12.614;-4.95;17;
cas 02_T2R;pMN;-4.95;-0.16;17;
cas 02_T2R;pMN;-3.034;-4.152;19;
cas 02_T2R;pMN;1.437;-5.589;19;
cas 02_T2R;pMN;-10.378;-4.79;21;
cas 02_T2R;pMN;-7.824;-0.958;21;
cas 02_T2R;pMN;-9.101;-4.471;23;
cas 02_T2R;pMN;-3.034;-7.345;25;
cas 02_T2R;pMN;-9.74;-7.345;30;
cas 03_T2L;NB;0;0;0;
cas 03_T2L;GMC;-3.193;3.673;1;
cas 03_T2L;pMN;-2.874;1.118;3;
cas 03_T2L;pMN;3.194;-2.554;3;*
cas 03_T2L;pMN;-0.479;-3.832;3;*
cas 03_T2L;pMN;1.597;-5.588;3;*
cas 03_T2L;pMN;4.631;-6.546;3;*
cas 03_T2L;pMN;1.757;-9.58;3;*
cas 03_T2L;pMN;3.513;-13.731;3;*
cas 03_T2L;pMN;2.555;-17.403;5;*
cas 03_T2L;pMN;-1.437;0.958;5;*
cas 03_T2L;pMN;-0.958;-5.588;5;*
cas 03_T2L;pMN;4.79;-10.857;5;*
cas 03_T2L;pMN;-2.075;-1.117;6;*
cas 03_T2L;pMN;-3.353;-3.832;6;*
cas 03_T2L;pMN;0.32;-3.033;7;*
cas 03_T2L;pMN;-2.235;-7.664;7;*
cas 03_T2L;pMN;0.958;-13.412;7;*
cas 03_T2L;pMN;-0.798;-18.681;8;
cas 03_T2L;pMN;0;-8.941;8;*
cas 03_T2L;pMN;1.597;-13.731;9;*
cas 03_T2L;pMN;-3.991;-13.092;9;
cas 03_T2L;pMN;-5.428;-7.344;9;
cas 03_T2L;pMN;0.958;-19.16;11;
cas 03_T2L;pMN;0;-13.412;12;
cas 03_T2L;pMN;-1.916;-8.622;12;
cas 03_T2L;pMN;-6.227;-9.58;13;
cas 03_T2L;pMN;-2.075;-20.597;14;
cas 03_T2L;pMN;-5.748;-16.765;14;
cas 03_T2L;pMN;-3.353;-10.857;16;
cas 03_T2L;pMN;-7.983;-3.832;17;
cas 03_T2L;pMN;-2.075;-17.403;18;
cas 03_T2L;pMN;-4.311;-21.076;18;
cas 03_T2L;pMN;-7.664;-17.403;18;
cas 03_T2L;pMN;-3.832;-20.916;23;
cas 03_T2L;pMN;-4.79;-23.311;28;
cas 03_T2R;NB;0;0;0;
cas 03_T2R;GMC;0.638;-6.386;3;
cas 03_T2R;GMC;-3.513;-5.428;3;
cas 03_T2R;pMN;1.596;-10.218;5;*
cas 03_T2R;GMC;-3.353;-8.781;5;*
cas 03_T2R;pMN;-7.984;-6.386;6;*
cas 03_T2R;pMN;-6.706;-11.176;6;*
cas 03_T2R;pMN;-1.437;-11.496;6;*
cas 03_T2R;pMN;-1.916;-10.538;7;*
cas 03_T2R;pMN;-7.345;-15.328;8;
cas 03_T2R;pMN;-7.984;-11.815;8;*
cas 03_T2R;pMN;-12.774;-8.143;8;*
cas 03_T2R;pMN;-17.564;-3.193;8;*
cas 03_T2R;pMN;-11.816;-1.277;8;*
cas 03_T2R;pMN;-6.068;-7.185;8;*
cas 03_T2R;pMN;-3.034;-10.218;8;*
cas 03_T2R;pMN;-9.421;-7.344;9;*
cas 03_T2R;pMN;-3.513;-15.168;10;*
cas 03_T2R;pMN;-13.732;-14.37;11;
cas 03_T2R;pMN;-8.622;-16.286;11;
cas 03_T2R;pMN;-17.883;-9.101;12;
cas 03_T2R;pMN;-15.648;-6.865;12;*
cas 03_T2R;pMN;-12.295;-5.269;12;*
cas 03_T2R;pMN;-11.816;-10.538;12;*
cas 03_T2R;pMN;-5.908;-12.613;12;*
cas 03_T2R;pMN;-9.58;-12.134;13;*
cas 03_T2R;pMN;-8.303;-21.076;13;
cas 03_T2R;pMN;-4.311;-17.882;13;
cas 03_T2R;pMN;3.193;-19.958;15;
cas 03_T2R;pMN;-11.177;-14.05;15;
cas 03_T2R;pMN;-17.883;-10.218;15;
cas 03_T2R;pMN;-10.538;-20.597;16;
cas 03_T2R;pMN;-4.79;-19.639;16;
cas 03_T2R;pMN;-8.942;-17.563;16;
cas 03_T2R;pMN;-14.211;-13.092;16;
cas 03_T2R;pMN;-14.69;-21.235;19;
cas 03_T2R;pMN;2.554;-18.361;19;
cas 03_T2R;pMN;-10.379;-19;22;
cas 03_T2R;pMN;-14.051;2.395;4;*
cas 03_T2R;pMN;-16.606;1.278;4;*
cas 03_T2R;pMN;-12.774;-2.874;6;*
cas 03_T2R;pMN;-16.925;-1.277;6;*
cas 01_T3R;NB;0;0;0;
cas 01_T3R;pMN;-3.992;-0.479;-2;*
cas 01_T3R;pMN;-6.068;2.874;-2;*
cas 01_T3R;pMN;-4.631;5.429;-1;*
cas 01_T3R;pMN;-2.874;6.387;0;*
cas 01_T3R;pMN;-4.471;-1.277;0;*
cas 01_T3R;pMN;-7.505;-0.479;0;*
cas 01_T3R;pMN;-9.58;3.034;0;*
cas 01_T3R;pMN;-12.135;1.118;0;*
cas 01_T3R;pMN;-6.387;4.471;1;*
cas 01_T3R;pMN;-16.446;5.109;2;*
cas 01_T3R;pMN;-11.177;7.824;3;*
cas 01_T3R;pMN;-7.345;8.303;3;*
cas 01_T3R;GMC;-2.076;0.319;4;
cas 01_T3R;GMC;-1.916;2.555;4;
cas 01_T3R;pMN;-5.589;4.311;5;*
cas 01_T3R;pMN;-5.589;0.798;5;*
cas 01_T3R;pMN;-14.211;7.025;5;*
cas 01_T3R;pMN;-19.001;9.58;5;
cas 01_T3R;pMN;-13.093;4.471;6;*
cas 01_T3R;pMN;-18.681;5.588;6;
cas 01_T3R;pMN;-24.11;6.546;6;
cas 01_T3R;pMN;-28.9;6.227;6;
cas 01_T3R;pMN;-12.135;10.059;7;*
cas 01_T3R;pMN;-8.143;6.706;8;*
cas 01_T3R;pMN;-5.748;7.345;8;*
cas 01_T3R;pMN;-4.471;3.034;9;*
cas 01_T3R;pMN;-10.059;5.269;9;*
cas 01_T3R;pMN;-20.118;7.983;10;
cas 01_T3R;pMN;-20.278;13.252;10;
cas 01_T3R;pMN;-27.623;10.857;10;
cas 01_T3R;pMN;-32.093;9.899;10;
cas 01_T3R;pMN;-33.051;7.025;10;
cas 01_T3R;pMN;-17.085;11.336;11;
cas 01_T3R;pMN;-26.026;7.824;13;
cas 01_T3R;pMN;-38.959;8.622;14;
cas 01_T3R;pMN;-34.808;7.025;15;
cas 01_T3R;pMN;-31.774;12.135;15;
cas 01_T3R;pMN;-22.034;10.698;16;
cas 01_T3R;pMN;-38.799;6.866;20;
cas 01_T3R;pMN;-37.043;11.656;20;
cas 01_T3R;pMN;-39.917;11.975;26;
cas 02_T3L;NB;0;0;0;
cas 02_T3L;pMN;1.437;6.386;-3;*
cas 02_T3L;pMN;-1.118;6.067;-1;*
cas 02_T3L;pMN;3.193;3.991;-1;*
cas 02_T3L;pMN;6.866;5.109;-1;*
cas 02_T3L;pMN;5.109;-8.303;1;
cas 02_T3L;pMN;9.58;-10.538;1;
cas 02_T3L;pMN;2.395;6.706;2;*
cas 02_T3L;pMN;6.546;6.546;2;*
cas 02_T3L;pMN;9.58;-0.799;2;*
cas 02_T3L;pMN;7.504;-3.513;2;*
cas 02_T3L;pMN;2.714;-4.311;2;*
cas 02_T3L;pMN;2.395;-17.564;2;
cas 02_T3L;pMN;-1.118;-6.706;2;
cas 02_T3L;GMC;1.597;-1.757;2;*
cas 02_T3L;GMC;3.034;0.319;2;
cas 02_T3L;pMN;0.16;3.672;3;*
cas 02_T3L;pMN;6.227;2.395;3;*
cas 02_T3L;pMN;10.219;-6.227;3;
cas 02_T3L;pMN;6.866;-13.732;4;
cas 02_T3L;pMN;-0.798;-13.253;4;
cas 02_T3L;pMN;0.16;-9.101;4;
cas 02_T3L;pMN;7.345;-8.463;6;*
cas 02_T3L;pMN;8.462;-2.555;6;*
cas 02_T3L;pMN;7.664;2.235;6;*
cas 02_T3L;pMN;1.756;-0.639;6;*
cas 02_T3L;pMN;0.798;-6.387;6;
cas 02_T3L;pMN;0.16;4.79;6;*
cas 02_T3L;pMN;0.479;-17.723;7;
cas 02_T3L;pMN;-1.756;-12.774;8;
cas 02_T3L;pMN;3.353;1.117;9;*
cas 02_T3L;pMN;3.672;-3.513;9;
cas 02_T3L;pMN;1.118;-8.303;9;
cas 02_T3L;pMN;-1.916;-20.757;14;
cas 02_T3L;pMN;3.353;-14.211;-1;
cas 02_T3L;pMN;2.076;-10.219;-1;
cas 02_T3L;pMN;6.706;-12.933;-1;
cas 02_T3R;NB;0;0;0;
cas 02_T3R;pMN;-5.588;-3.992;-1;*
cas 02_T3R;pMN;-7.664;-0.32;-1;*
cas 02_T3R;pMN;-6.386;2.874;0;*
cas 02_T3R;pMN;-11.496;1.117;0;*
cas 02_T3R;GMC;-3.353;-1.278;1;
cas 02_T3R;GMC;-1.916;-3.832;1;*
cas 02_T3R;pMN;-8.941;3.991;2;
cas 02_T3R;pMN;-10.378;-2.715;2;*
cas 02_T3R;pMN;-8.302;-4.95;2;*
cas 02_T3R;GMC;-1.596;-0.16;2;
cas 02_T3R;pMN;-5.588;0.798;3;*
cas 02_T3R;pMN;0.639;-3.353;3;*
cas 02_T3R;pMN;1.597;-1.278;3;*
cas 02_T3R;pMN;-9.899;-0.32;5;*
cas 02_T3R;pMN;-3.512;0.798;5;*
cas 02_T3R;pMN;-5.907;-2.555;5;*
cas 02_T3R;pMN;-6.227;-5.908;5;*
cas 02_T3R;pMN;-2.554;-1.597;5;*
cas 02_T3R;pMN;-1.117;-3.194;6;*
cas 02_T3R;pMN;-10.857;-5.429;7;*
cas 02_T3R;pMN;-7.983;-8.143;7;*
cas 02_T3R;pMN;-2.714;-4.95;8;*
cas 02_T3R;pMN;-7.823;-3.194;10;*
cas 02_T3R;pMN;-11.496;-8.622;11;
cas 02_T3R;pMN;-4.311;-2.395;11;*
cas 02_T3R;pMN;-2.554;-4.152;11;*
cas 02_T3R;pMN;-10.059;-10.858;13;
cas 02_T3R;pMN;-7.823;-6.387;15;
cas 02_T3R;pMN;-10.857;-8.463;18;
cas 02_T3R;pMN;-12.134;-12.295;18;
cas 02_T3R;pMN;-11.815;-16.606;18;
cas 02_T3R;pMN;-7.504;-13.891;19;
